name,price,link
Smart TV LED 60” LG 60UP7750 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa,"R$ 3.899,99",https://www.americanas.com.br/produto/3397039990?pfm_carac=televisao&pfm_index=11&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e3212752131c3c81aa7039&buyboxToken=smartbuybox-acom-v2-8d913008-9f0d-41cb-afe1-cf764de3f500-2022-08-26 01:58:20+0000
"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio","R$ 2.399,99",https://www.americanas.com.br/produto/3456310648?pfm_carac=televisao&pfm_index=12&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6157636109c351890dab28da&buyboxToken=smartbuybox-acom-v2-fd2acde6-45cf-4c98-8d7c-ed01746cd58e-2022-08-26 01:58:20+0000
"Smart TV 50"" Crystal UHD Samsung 4k 50AU8000 Painel Dynamic Crystal Color Design Slim Tela Sem Limites","R$ 2.799,99",https://www.americanas.com.br/produto/3068486001?pfm_carac=televisao&pfm_index=13&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931ac852131c3c81541f8d&buyboxToken=smartbuybox-acom-v2-0c006c95-120a-4853-8453-a8e3cea726e0-2022-08-26 01:58:21+0000
"Smart TV Philco 40"" Roku Led HD PTV40G65RCH - Dolby Audio","R$ 1.699,99",https://www.americanas.com.br/produto/4919259894?pfm_carac=televisao&pfm_index=14&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=628cec5b234ca7e6fd38ee45&buyboxToken=smartbuybox-acom-v2-35a26acf-b38b-43f5-a432-1dc673b3a702-2022-08-26 01:58:20+0000
"Smart TV Roku 50"" Philco Led UHD 4K PTV50RCG70BL Wi-Fi 4 HDMI 2 USB e Midiacast","R$ 2.396,00",https://www.americanas.com.br/produto/2638610377?pfm_carac=televisao&pfm_index=15&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6005c45f0c07044266966f0b&buyboxToken=smartbuybox-acom-v2-ee9d4b0b-d9e6-4d30-af20-d41841ad4cec-2022-08-26 01:58:21+0000
"Smart TV LED 32"" Philco PTV32G52S HD e Áudio Dolby Conversor Digital Integrado 2 HDMI 1 USB Wi-Fi com Netflix","R$ 1.299,99",https://www.americanas.com.br/produto/1322119303?pfm_carac=televisao&pfm_index=16&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fad957cc5c9bbe5fccfe1a7&buyboxToken=smartbuybox-acom-v2-e71ef512-5791-4486-a897-7817ed897b99-2022-08-26 01:58:20+0000
"Smart TV 55"" UHD Samsung 4k 55AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 2.999,99",https://www.americanas.com.br/produto/3069509622?pfm_carac=televisao&pfm_index=17&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb7f52131c3c81e2dfb5&buyboxToken=smartbuybox-acom-v2-526b3236-bd50-4b71-b574-8f6226596ea0-2022-08-26 01:58:21+0000
"Smart Tv Philco 24"" Resolução Em Hd Fast Smart Com Processador Quadcore - Ptv24g50sn Led","R$ 899,99",https://www.americanas.com.br/produto/1803456440?pfm_carac=televisao&pfm_index=18&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f982ac01b186381b56f39a2&buyboxToken=smartbuybox-acom-v2-a07e96f5-359c-49f4-9f68-4bfb0b312098-2022-08-26 01:58:21+0000
"Smart TV Philips Android Tela 50"" 50pug7406/78 4k  Google Assistant Comando de Voz Dolby Vision/atmos Vrr/allm Bluetooth","R$ 2.412,65",https://www.americanas.com.br/produto/4382343462?pfm_carac=televisao&pfm_index=19&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62ffb871adbc5f39b9c6c8c1&buyboxToken=smartbuybox-acom-v2-a729c4bc-2dbe-432d-ab51-6db52c634b39-2022-08-26 01:58:21+0000
Smart Tv Lg 32 Led Hd Usb Hdmi Wi-Fi Bluetooth Hdr 10 Thinq,"R$ 1.476,67",https://www.americanas.com.br/produto/5362926505?pfm_carac=televisao&pfm_index=20&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62bf0fac2376eb9c725ea8c7&buyboxToken=smartbuybox-acom-v2-5c550295-f576-4226-8920-66fc88214bb2-2022-08-26 01:58:20+0000
"Smart TV 70"" UHD Samsung 4k 70AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 4.799,99",https://www.americanas.com.br/produto/3069544698?pfm_carac=televisao&pfm_index=21&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931af552131c3c81543dbe&buyboxToken=smartbuybox-acom-v2-987d9db8-0bfc-4961-bad6-6b6083451bb7-2022-08-26 01:58:21+0000
"Smart TV 70"" LG 4k UHD 70UP7750 LED Wi-Fi 3 HDMI 2 USB Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa","R$ 4.799,99",https://www.americanas.com.br/produto/3646199899?pfm_carac=televisao&pfm_index=22&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=618bdef8d9fd6edeeca7c170&buyboxToken=smartbuybox-acom-v2-2302c2dd-ced5-41d3-9676-4266af68b4ef-2022-08-26 01:58:21+0000
Smart TV LED 65” LG 65UP7750 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa,"R$ 4.199,99",https://www.americanas.com.br/produto/3397040528?pfm_carac=televisao&pfm_index=23&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6101abbd52131c3c812f411b
"Smart TV TCL Android 32"" HD S615 HDR - Controle Remoto com Comando por Controle de Voz Google Assistant","R$ 1.199,99",https://www.americanas.com.br/produto/3474931886?pfm_carac=televisao&pfm_index=24&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62d6bb584862ecc39554b57c&buyboxToken=smartbuybox-acom-v2-ded871b8-cd55-465b-b5b3-08e17341e4e3-2022-08-26 01:58:20+0000
"Smart TV Roku 32"" LED HD Philco PTV32G70RCH Wi-Fi 2 HDMI 1 USB Dolby Audio","R$ 1.299,00",https://www.americanas.com.br/produto/3805075106?pfm_carac=televisao&pfm_index=1&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6283e1f4234ca7e6fd5e2c8d&buyboxToken=smartbuybox-acom-v2-36ba15f3-7ef7-4eb3-850d-389df60ba66a-2022-08-26 01:58:20+0000
"Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta","R$ 1.399,99",https://www.americanas.com.br/produto/1618074503?pfm_carac=televisao&pfm_index=2&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5eb0ac4e79bf8430cbf2d99b&buyboxToken=smartbuybox-acom-v2-db3c1a79-3e7a-49dc-9d44-d0b4a376aeb1-2022-08-26 01:58:20+0000
"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 2.799,99",https://www.americanas.com.br/produto/3069506106?pfm_carac=televisao&pfm_index=3&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb2152131c3c81e23044&buyboxToken=smartbuybox-acom-v2-dd801400-4144-4432-97c8-aac3caf38a6a-2022-08-26 01:58:20+0000
"Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k Tela Sem Limites Alexa Built In Controle Único","R$ 2.299,99",https://www.americanas.com.br/produto/3068549702?pfm_carac=televisao&pfm_index=4&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931b7b52131c3c81549051&buyboxToken=smartbuybox-acom-v2-f0f219a2-5df4-424f-92f2-efecfdac84d4-2022-08-26 01:58:20+0000
"Smart TV Android 55"" TCL Led 4K UHD 55P725 HDR10 Bluetooth Google Assistant Borda Ultrafina Wi-Fi","R$ 2.699,99",https://www.americanas.com.br/produto/5021465237?pfm_carac=televisao&pfm_index=5&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62d7f1c04862ecc3953c29ac&buyboxToken=smartbuybox-acom-v2-87faaf8c-8ac4-430e-8844-cb0ee6514e51-2022-08-26 01:58:20+0000
"Smart TV LG 50"" 4K UHD 50UQ8050 Wi-Fi Bluetooth HDR Nvidia GEFORCE NOW ThinQ Smart Magic Google Alexa","R$ 2.799,99",https://www.americanas.com.br/produto/5362623336?pfm_carac=televisao&pfm_index=6&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62bf77e32376eb9c7287ad99
Samsung Smart TV LED 40'' Tizen FHD 40T5300 2020 com WIFI HDR para Brilho e Contraste e Plataforma Tizen,"R$ 1.999,00",https://www.americanas.com.br/produto/1704351001?pfm_carac=televisao&pfm_index=7&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f15e85379bf8430cbee5331&buyboxToken=smartbuybox-acom-v2-10909027-3b18-4ca6-b897-d071103a463a-2022-08-26 01:58:20+0000
Smart TV LED 43'' Samsung 43T5300 Full HD 2 HDMI 1 USB WiFi HDR para Brilho e Contraste com Plataforma Tizen - Preta,"R$ 1.999,99",https://www.americanas.com.br/produto/1618074407?pfm_carac=televisao&pfm_index=8&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5eb0acc379bf8430cbf3e907&buyboxToken=smartbuybox-acom-v2-996c295c-f576-4d8d-90c1-f861659b38b1-2022-08-26 01:58:20+0000
"TV LED 39"" Philco HD com Conversor Digital 3 HDMI 1 USB Som Surround 60Hz - Preta","R$ 1.196,98",https://www.americanas.com.br/produto/134139729?pfm_carac=televisao&pfm_index=9&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fad9e73c5c9bbe5fc0e6eb4&buyboxToken=smartbuybox-acom-v2-2237a64b-989c-40d7-b57a-149f3bfc9cf6-2022-08-26 01:58:20+0000
"Smart TV Semp Roku Led 50¿ Rk8500 4k UHD HDR Wifi Dual Band, 4 Hdmi, 1 Usb, Com Controle Por Aplicativo","R$ 2.349,00",https://www.americanas.com.br/produto/4240755656?pfm_carac=televisao&pfm_index=10&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6193ad72d9fd6edeec215188&buyboxToken=smartbuybox-acom-v2-5121730c-d5f6-44e5-a8bc-381066ddacb0-2022-08-26 01:58:20+0000
Smart TV LED 60” LG 60UP7750 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa,"R$ 3.899,99",https://www.americanas.com.br/produto/3397039990?pfm_carac=televisao&pfm_index=11&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e3212752131c3c81aa7039&buyboxToken=smartbuybox-acom-v2-8d913008-9f0d-41cb-afe1-cf764de3f500-2022-08-26 01:58:20+0000
"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio","R$ 2.399,99",https://www.americanas.com.br/produto/3456310648?pfm_carac=televisao&pfm_index=12&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6157636109c351890dab28da&buyboxToken=smartbuybox-acom-v2-fd2acde6-45cf-4c98-8d7c-ed01746cd58e-2022-08-26 01:58:20+0000
"Smart TV 50"" Crystal UHD Samsung 4k 50AU8000 Painel Dynamic Crystal Color Design Slim Tela Sem Limites","R$ 2.799,99",https://www.americanas.com.br/produto/3068486001?pfm_carac=televisao&pfm_index=13&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931ac852131c3c81541f8d&buyboxToken=smartbuybox-acom-v2-0c006c95-120a-4853-8453-a8e3cea726e0-2022-08-26 01:58:21+0000
"Smart TV Philco 40"" Roku Led HD PTV40G65RCH - Dolby Audio","R$ 1.699,99",https://www.americanas.com.br/produto/4919259894?pfm_carac=televisao&pfm_index=14&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=628cec5b234ca7e6fd38ee45&buyboxToken=smartbuybox-acom-v2-35a26acf-b38b-43f5-a432-1dc673b3a702-2022-08-26 01:58:20+0000
"Smart TV Roku 50"" Philco Led UHD 4K PTV50RCG70BL Wi-Fi 4 HDMI 2 USB e Midiacast","R$ 2.396,00",https://www.americanas.com.br/produto/2638610377?pfm_carac=televisao&pfm_index=15&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6005c45f0c07044266966f0b&buyboxToken=smartbuybox-acom-v2-ee9d4b0b-d9e6-4d30-af20-d41841ad4cec-2022-08-26 01:58:21+0000
"Smart TV LED 32"" Philco PTV32G52S HD e Áudio Dolby Conversor Digital Integrado 2 HDMI 1 USB Wi-Fi com Netflix","R$ 1.299,99",https://www.americanas.com.br/produto/1322119303?pfm_carac=televisao&pfm_index=16&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fad957cc5c9bbe5fccfe1a7&buyboxToken=smartbuybox-acom-v2-e71ef512-5791-4486-a897-7817ed897b99-2022-08-26 01:58:20+0000
"Smart TV 55"" UHD Samsung 4k 55AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 2.999,99",https://www.americanas.com.br/produto/3069509622?pfm_carac=televisao&pfm_index=17&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb7f52131c3c81e2dfb5&buyboxToken=smartbuybox-acom-v2-526b3236-bd50-4b71-b574-8f6226596ea0-2022-08-26 01:58:21+0000
"Smart Tv Philco 24"" Resolução Em Hd Fast Smart Com Processador Quadcore - Ptv24g50sn Led","R$ 899,99",https://www.americanas.com.br/produto/1803456440?pfm_carac=televisao&pfm_index=18&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f982ac01b186381b56f39a2&buyboxToken=smartbuybox-acom-v2-a07e96f5-359c-49f4-9f68-4bfb0b312098-2022-08-26 01:58:21+0000
"Smart TV Philips Android Tela 50"" 50pug7406/78 4k  Google Assistant Comando de Voz Dolby Vision/atmos Vrr/allm Bluetooth","R$ 2.412,65",https://www.americanas.com.br/produto/4382343462?pfm_carac=televisao&pfm_index=19&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62ffb871adbc5f39b9c6c8c1&buyboxToken=smartbuybox-acom-v2-a729c4bc-2dbe-432d-ab51-6db52c634b39-2022-08-26 01:58:21+0000
Smart Tv Lg 32 Led Hd Usb Hdmi Wi-Fi Bluetooth Hdr 10 Thinq,"R$ 1.476,67",https://www.americanas.com.br/produto/5362926505?pfm_carac=televisao&pfm_index=20&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62bf0fac2376eb9c725ea8c7&buyboxToken=smartbuybox-acom-v2-5c550295-f576-4226-8920-66fc88214bb2-2022-08-26 01:58:20+0000
"Smart TV 70"" UHD Samsung 4k 70AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 4.799,99",https://www.americanas.com.br/produto/3069544698?pfm_carac=televisao&pfm_index=21&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931af552131c3c81543dbe&buyboxToken=smartbuybox-acom-v2-987d9db8-0bfc-4961-bad6-6b6083451bb7-2022-08-26 01:58:21+0000
"Smart TV 70"" LG 4k UHD 70UP7750 LED Wi-Fi 3 HDMI 2 USB Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa","R$ 4.799,99",https://www.americanas.com.br/produto/3646199899?pfm_carac=televisao&pfm_index=22&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=618bdef8d9fd6edeeca7c170&buyboxToken=smartbuybox-acom-v2-2302c2dd-ced5-41d3-9676-4266af68b4ef-2022-08-26 01:58:21+0000
Smart TV LED 65” LG 65UP7750 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa,"R$ 4.199,99",https://www.americanas.com.br/produto/3397040528?pfm_carac=televisao&pfm_index=23&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6101abbd52131c3c812f411b
"Smart TV TCL Android 32"" HD S615 HDR - Controle Remoto com Comando por Controle de Voz Google Assistant","R$ 1.199,99",https://www.americanas.com.br/produto/3474931886?pfm_carac=televisao&pfm_index=24&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=62d6bb584862ecc39554b57c&buyboxToken=smartbuybox-acom-v2-ded871b8-cd55-465b-b5b3-08e17341e4e3-2022-08-26 01:58:20+0000
"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa","R$ 3.199,99",https://www.americanas.com.br/produto/3397040721?pfm_carac=Produtos%20Patrocinados&pfm_index=1&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c68e709e0011dd7000_00776574000660_3397040721_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=1
"Smart TV LG OLED 55"" 4K OLED55A1 Dolby Vision IQ Dolby Atmos Inteligência Artificial Thinqai Google Alexa","R$ 4.399,99",https://www.americanas.com.br/produto/3397039498?pfm_carac=Produtos%20Patrocinados&pfm_index=2&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c620b8020010000f0a_00776574000660_3397039498_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=2
"Smart TV LG 65"" 4K UHD 65UP7550 Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa","R$ 4.099,99",https://www.americanas.com.br/produto/3280454381?pfm_carac=Produtos%20Patrocinados&pfm_index=3&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c67d661000108ee68b_00776574000660_3280454381_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=3
Smart TV LED 55” LG 55NANO75 4K NanoCell 3x HDMI 2.0 Inteligência Artificial ThinQAI Smart Magic Google Alexa,"R$ 3.699,99",https://www.americanas.com.br/produto/3397039501?pfm_carac=Produtos%20Patrocinados&pfm_index=4&pfm_page=search&pfm_pos=search.2&pfm_type=vit_spacey&api=b2wads&chave=b2wads_62fbe2c6b30b700010100287_00776574000660_3397039501_9b4d55c4-4322-4ac4-a9d5-8c5b03b58f3c&sellerId=00776574000660&sellerName=DefaultStrategy&pos=4
"Smart TV Android 55"" TCL Led 4K UHD 55P725 HDR10 Bluetooth Google Assistant Borda Ultrafina Wi-Fi","R$ 2.699,99",https://www.americanas.com.br/produto/5021465237?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=1&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=1
"Smart TV Roku 32"" LED HD Philco PTV32G70RCH Wi-Fi 2 HDMI 1 USB Dolby Audio","R$ 1.299,00",https://www.americanas.com.br/produto/3805075106?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=2&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=2
"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 2.799,99",https://www.americanas.com.br/produto/3069506106?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=3&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=3
"Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k Tela Sem Limites Alexa Built In Controle Único","R$ 2.299,99",https://www.americanas.com.br/produto/3068549702?pfm_carac=produtos%20relacionados%20%C3%A0%20sua%20busca&pfm_index=4&pfm_page=search&pfm_pos=search_page.rr1&pfm_type=vit_recommendation&DCSext.recom=RR_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_origem=rec_search_page.rr1-mars_SolSearch:P:440::ads=false:orderAdsTest=motor_high_ads&nm_ranking_rec=4
"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.","R$ 4.099,99",https://www.americanas.com.br/produto/3069510471?pfm_carac=televisao&pfm_index=1&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931b1352131c3c8154508b&buyboxToken=smartbuybox-acom-v2-de6c46de-363b-4baf-a9b0-a7d104c77177-2022-08-26 01:58:34+0000
"Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-Fi Full HD 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast,","R$ 1.989,99",https://www.americanas.com.br/produto/1515649301?pfm_carac=televisao&pfm_index=2&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e70d46d79bf8430cb40699a&buyboxToken=smartbuybox-acom-v2-ca8afd46-981d-45b1-bed4-1dc1d5a930fa-2022-08-26 01:58:34+0000
Smart TV LED 32 HD hq HQSTV32NP Netflix Youtube 2 hdmi 2 USB Wi-Fi,"R$ 1.052,00",https://www.americanas.com.br/produto/1733178341?pfm_carac=televisao&pfm_index=3&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61dc7d60d9fd6edeec4d519b
"Smart TV 50"" Qled Samsung 4k 50Q60A Modo Game Som Em Movimento Virtual Tela Sem Limites Design Slim","R$ 3.299,99",https://www.americanas.com.br/produto/3060875095?pfm_carac=televisao&pfm_index=4&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=609319bb52131c3c815356a4
"Smart TV 75"" UHD Samsung 4k 75AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In","R$ 5.999,99",https://www.americanas.com.br/produto/3069509534?pfm_carac=televisao&pfm_index=5&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931ad652131c3c8154276f&buyboxToken=smartbuybox-acom-v2-af6853a9-59f0-4240-9d83-da81a63247bb-2022-08-26 01:58:34+0000
"Smart TV LG 65"" 4K UHD 65UP7550 Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa","R$ 4.099,99",https://www.americanas.com.br/produto/3280454381?pfm_carac=televisao&pfm_index=6&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b6b21b52131c3c814e3d97&buyboxToken=smartbuybox-acom-v2-8b651356-7cfe-48a2-9b23-56fd5bfe0698-2022-08-26 01:58:34+0000
